City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
309,Magaria,NE,2021-02-05 19:50,12.9983,8.9099,73.11,20,0,10.94
310,West Wendover,US,2021-02-05 19:46,40.7391,-114.0733,50,32,75,29.93
311,Hithadhoo,MV,2021-02-05 19:50,-0.6,73.0833,82.6,76,100,11.81
312,Dudinka,RU,2021-02-05 19:42,69.4058,86.1778,-28.8,84,97,7
313,Hualmay,PE,2021-02-05 19:42,-11.0964,-77.6139,75.25,65,100,11.1
314,Awbari,LY,2021-02-05 19:50,26.5921,12.7805,60.51,32,0,10.2
315,Hasaki,JP,2021-02-05 19:50,35.7333,140.8333,35.6,93,75,3.44
316,Vigrestad,NO,2021-02-05 19:50,58.5667,5.7,18,73,0,3.44
317,Zhezkazgan,KZ,2021-02-05 19:50,47.8043,67.7144,19.99,97,0,4.65
318,Katsuura,JP,2021-02-05 19:43,35.1333,140.3,43,70,75,8.05
319,Koboko,UG,2021-02-05 19:50,3.4136,30.9599,73.78,26,97,6.6
320,Mbandaka,CD,2021-02-05 19:50,0.0487,18.2603,77.97,67,40,3.47
321,Pinheiro Machado,BR,2021-02-05 19:50,-31.5783,-53.3811,71.01,71,54,15.99
322,Acapulco,MX,2021-02-05 19:37,16.8634,-99.8901,84.2,65,1,4.61
323,Husavik,IS,2021-02-05 19:50,66.0449,-17.3389,26.6,68,0,5.75
324,Ust-Kulom,RU,2021-02-05 19:50,61.6864,53.6902,18.27,96,100,11.45
325,Zhanaozen,KZ,2021-02-05 19:50,43.3,52.8,43.23,93,85,11.61
326,Ambam,CM,2021-02-05 19:50,2.3833,11.2833,74.07,88,90,3.8
327,Steamboat Springs,US,2021-02-05 19:50,40.485,-106.8317,23,93,90,16.2
328,Qaqortoq,GL,2021-02-05 19:36,60.7167,-46.0333,21.2,35,1,3.91
329,Saryozek,KZ,2021-02-05 19:50,44.3583,77.9753,32.14,78,100,4.59
330,Bosaso,SO,2021-02-05 19:48,11.2842,49.1816,73.17,76,41,3.04
331,Segezha,RU,2021-02-05 19:50,63.7415,34.3222,5.04,93,100,13.42
332,Platonovka,RU,2021-02-05 19:50,52.7106,41.952,7.75,94,100,12.95
333,Una,IN,2021-02-05 19:50,20.8167,71.0333,66.83,32,0,12.08
334,Songjianghe,CN,2021-02-05 19:50,42.1859,127.479,17.74,97,98,5.28
335,Bergkamen,DE,2021-02-05 19:50,51.6333,7.6333,46.99,87,0,4.61
336,Penaflor,CL,2021-02-05 19:50,-33.6167,-70.9167,78.01,56,0,18.41
337,Hobyo,SO,2021-02-05 19:41,5.3505,48.5268,75.94,80,25,15.7
338,Aklavik,CA,2021-02-05 19:40,68.2191,-135.0107,-34.6,67,20,3.44
339,Yuksekova,TR,2021-02-05 19:46,37.5736,44.2872,41,93,75,9.22
340,Ormara,PK,2021-02-05 19:50,25.2088,64.6357,67.8,55,0,6.87
341,Padang,ID,2021-02-05 19:42,-0.9492,100.3543,75.2,94,90,2.3
342,Axim,GH,2021-02-05 19:42,4.8699,-2.2405,80.13,85,16,6.89
343,Butterworth,MY,2021-02-05 19:50,5.3991,100.3638,82.4,74,20,4.61
344,Mokhsogollokh,RU,2021-02-05 19:50,61.4681,128.9203,-38.72,80,98,4.03
345,Labytnangi,RU,2021-02-05 19:50,66.6572,66.4183,-17.66,87,100,11.72
346,Washougal,US,2021-02-05 19:48,45.5826,-122.3534,50,81,90,12.66
347,Atambua,ID,2021-02-05 19:50,-9.1061,124.8925,74.3,91,100,4.74
348,Ardesen,TR,2021-02-05 19:50,41.1911,40.9875,51.8,76,75,16.11
349,La Maddalena,IT,2021-02-05 19:50,41.2142,9.4083,55.4,94,0,16.11
350,Hollins,US,2021-02-05 19:50,37.3413,-79.9431,51.8,28,20,18.41
351,Camacha,PT,2021-02-05 19:50,33.0833,-16.3333,57.2,67,20,19.57
352,Rosarito,MX,2021-02-05 19:50,32.3333,-117.0333,62.6,48,1,8.05
353,Leningradskiy,RU,2021-02-05 19:50,69.3833,178.4167,-12.8,87,99,7.78
354,Balakhta,RU,2021-02-05 19:50,55.38,91.6,3.67,91,97,2.3
355,Kaeng Khoi,TH,2021-02-05 19:46,14.5862,100.9976,75.99,56,25,1.16
356,Te Anau,NZ,2021-02-05 19:50,-45.4167,167.7167,58.68,86,71,0.92
357,Babati,TZ,2021-02-05 19:50,-4.2167,35.75,65.82,78,71,2.57
358,Anadyr,RU,2021-02-05 19:50,64.75,177.4833,-0.4,71,0,17.9
359,Halifax,CA,2021-02-05 19:50,44.6453,-63.5724,37.99,65,75,12.66
360,Nisia Floresta,BR,2021-02-05 19:50,-6.0911,-35.2086,86,54,20,13.8
361,Ust-Nera,RU,2021-02-05 19:50,64.5667,143.2,-14.73,80,100,3.06
362,Esmeralda,CU,2021-02-05 19:47,21.8525,-78.1169,86,48,75,4.61
363,Nizhniy Kuranakh,RU,2021-02-05 19:50,58.8353,125.4869,-26.32,83,94,2.68
364,Adre,TD,2021-02-05 19:50,13.4667,22.2,65.77,25,0,21.45
365,San Rafael,AR,2021-02-05 19:50,-34.6177,-68.3301,88.27,19,0,9.55
366,Provideniya,RU,2021-02-05 19:51,64.3833,-173.3,6.75,90,100,16.44
367,Xudat,AZ,2021-02-05 19:51,41.631,48.681,50.68,70,100,6.78
368,North Branch,US,2021-02-05 19:51,45.5113,-92.9802,12,63,100,13
369,Treinta Y Tres,UY,2021-02-05 19:42,-33.2333,-54.3833,71.44,60,0,11.56
370,Inhambane,MZ,2021-02-05 19:42,-23.865,35.3833,80.17,86,91,8.77
371,Catamarca,AR,2021-02-05 19:51,-28.4696,-65.7852,77,62,12,9.89
372,Krasnoselkup,RU,2021-02-05 19:51,65.7,82.4667,-30.66,85,84,4
373,Port Blair,IN,2021-02-05 19:37,11.6667,92.75,78.06,78,36,6.17
374,Juneau,US,2021-02-05 19:51,58.3019,-134.4197,19.99,86,75,3.44
375,Harper,LR,2021-02-05 19:43,4.375,-7.7169,79.41,88,0,7.09
376,Banda Aceh,ID,2021-02-05 19:51,5.5577,95.3222,77.81,84,1,8.14
377,Lavrentiya,RU,2021-02-05 19:42,65.5833,-171,1.74,92,100,17.47
378,Jalu,LY,2021-02-05 19:43,29.0331,21.5482,56.52,56,0,3.83
379,Korla,CN,2021-02-05 19:50,41.7597,86.1469,26.64,83,0,2.57
380,Gat,IL,2021-02-05 19:51,31.61,34.7642,62.01,100,43,6.62
381,Kloulklubed,PW,2021-02-05 19:43,7.0419,134.2556,81.55,81,100,14.5
382,Maroantsetra,MG,2021-02-05 19:51,-15.4333,49.7333,77.81,83,55,1.79
383,Karratha,AU,2021-02-05 19:51,-20.7377,116.8463,79.54,79,4,12.57
384,Phuket,TH,2021-02-05 19:48,8,98.25,78.8,73,20,8.05
385,Okitipupa,NG,2021-02-05 19:51,6.5047,4.7839,79.97,87,1,4.03
386,Tiznit,MA,2021-02-05 19:41,29.5833,-9.5,53.8,60,75,7.2
387,Jumla,NP,2021-02-05 19:51,29.2747,82.1838,26.01,85,100,4.74
388,Aitape,PG,2021-02-05 19:51,-3.1374,142.3475,77.4,84,100,3.36
389,Yermakovskoye,RU,2021-02-05 19:51,53.2831,92.4003,10.71,93,94,3.69
390,Kenai,US,2021-02-05 19:41,60.5544,-151.2583,8.01,78,1,4.32
391,Port Hedland,AU,2021-02-05 19:51,-20.3167,118.5667,77,94,23,4.61
392,Atar,MR,2021-02-05 19:51,20.5169,-13.0499,65.66,41,100,6.8
393,Osoyoos,CA,2021-02-05 19:51,49.0331,-119.4524,39.2,81,0,2.3
394,Concordia,AR,2021-02-05 19:51,-31.393,-58.0209,82.4,51,20,13.8
395,Varberg,SE,2021-02-05 19:50,57.1056,12.2508,18,88,0,7
396,Prachuap Khiri Khan,TH,2021-02-05 19:51,12.2167,99.75,67.68,61,70,2.77
397,Abu Dhabi,AE,2021-02-05 19:50,24.4667,54.3667,71.6,60,0,4.61
398,Panguna,PG,2021-02-05 19:41,-6.3164,155.4848,69.6,100,18,2.33
399,Prince Rupert,CA,2021-02-05 19:40,54.3161,-130.3201,39.2,87,20,2.3
400,Nola,IT,2021-02-05 19:51,40.922,14.5329,54,71,0,1.14
401,Aripuana,BR,2021-02-05 19:51,-9.1667,-60.6333,84.92,66,98,3.85
402,Buzim,BA,2021-02-05 19:51,45.0547,16.0319,54,78,100,1.01
403,Marawi,PH,2021-02-05 19:47,7.9986,124.2928,72,92,96,5.99
404,Raudeberg,NO,2021-02-05 19:51,61.9875,5.1352,25,63,0,7.99
405,Srednekolymsk,RU,2021-02-05 19:43,67.45,153.6833,-22.43,85,0,5.84
406,Tarakan,ID,2021-02-05 19:51,3.3,117.6333,77.79,84,93,6.76
407,Yenangyaung,MM,2021-02-05 19:51,20.4667,94.8833,66.36,46,1,3.94
408,Kholodnyy,RU,2021-02-05 19:51,62.7167,147.95,-19.61,84,94,3.04
409,Cap-Aux-Meules,CA,2021-02-05 19:51,47.3821,-61.8597,30.2,93,97,18.41
410,Brae,GB,2021-02-05 19:42,60.3964,-1.353,32,55,90,18.41
411,Guisa,CU,2021-02-05 19:51,20.255,-76.5386,86,51,75,5.75
412,Kavaratti,IN,2021-02-05 19:43,10.5669,72.642,80.47,78,0,13.4
413,Tiarei,PF,2021-02-05 19:51,-17.5333,-149.3333,82,65,31,1.99
414,Olafsvik,IS,2021-02-05 19:42,64.8945,-23.7142,38.16,77,100,24
415,Wawa,NG,2021-02-05 19:51,9.9022,4.4192,84.4,17,0,2.95
416,Dedovichi,RU,2021-02-05 19:51,57.5517,29.9502,2.16,94,95,6.96
417,Shubarshi,KZ,2021-02-05 19:51,48.5872,57.1869,32.52,95,100,13.76
418,Erenhot,CN,2021-02-05 19:42,43.6475,111.9767,16.27,92,94,9.19
419,La Asuncion,VE,2021-02-05 19:51,11.0333,-63.8628,79.56,73,10,18.77
420,Noumea,NC,2021-02-05 19:51,-22.2763,166.4572,79,94,90,3.85
421,Biak,ID,2021-02-05 19:51,-0.9131,122.8766,77.45,77,100,5.82
422,Limbazi,LV,2021-02-05 19:51,57.5129,24.7194,5,90,43,1.01
423,Ostroleka,PL,2021-02-05 19:51,53.0862,21.5757,18,73,2,3.18
424,Sao Gabriel Da Cachoeira,BR,2021-02-05 19:43,-0.1303,-67.0892,77,94,90,4.61
425,Touros,BR,2021-02-05 19:51,-5.1989,-35.4608,86,51,0,14.97
426,Almaznyy,RU,2021-02-05 19:51,48.0448,40.045,26.6,74,75,17.9
427,Lazaro Cardenas,MX,2021-02-05 19:51,17.9583,-102.2,81.7,62,1,8.12
428,Margate,GB,2021-02-05 19:43,51.3813,1.3862,46.99,85,0,1.99
429,Thunder Bay,CA,2021-02-05 19:48,48.4001,-89.3168,3.2,60,90,17.27
430,Smithers,CA,2021-02-05 19:51,54.7804,-127.1743,28.4,86,75,4.61
431,Oussouye,SN,2021-02-05 19:51,12.485,-16.5469,80.6,73,0,9.22
432,Nouadhibou,MR,2021-02-05 19:51,20.931,-17.0347,66.2,72,0,12.66
433,Kenora,CA,2021-02-05 19:51,49.8167,-94.4337,0,65,75,14.97
434,Vozdvizhenka,RU,2021-02-05 19:51,43.9,131.95,10.4,85,99,1.52
435,Ahuimanu,US,2021-02-05 19:51,21.4447,-157.8378,70,64,20,6.87
436,Rudnaya Pristan,RU,2021-02-05 19:51,44.3614,135.8116,18.88,91,98,5.97
437,Alice Springs,AU,2021-02-05 19:41,-23.7,133.8833,71.6,53,75,5.75
438,Pedernales,DO,2021-02-05 19:41,18.0384,-71.744,84.94,58,20,9.78
439,Green River,US,2021-02-05 19:51,41.5286,-109.4662,28.4,69,90,18.41
440,Phayakkhaphum Phisai,TH,2021-02-05 19:51,15.5163,103.1937,65.73,79,0,8.3
441,Baruun-Urt,MN,2021-02-05 19:51,46.6806,113.2792,3.31,88,99,7.25
442,Camabatela,AO,2021-02-05 19:51,-8.1881,15.375,64.27,93,100,0.27
443,Iquitos,PE,2021-02-05 19:47,-3.7481,-73.2472,86,70,75,3.44
444,Vestmanna,FO,2021-02-05 19:42,62.1564,-7.1664,32,80,20,5.75
445,Dingle,PH,2021-02-05 19:40,10.9995,122.6711,74.64,90,100,6.62
446,Lata,PT,2021-02-05 19:51,40.1629,-8.3327,52,91,100,1.99
447,Lakes Entrance,AU,2021-02-05 19:51,-37.8811,147.981,66.99,97,2,7.72
448,Namibe,AO,2021-02-05 19:42,-15.1961,12.1522,72.37,75,42,5.86
449,Along,IN,2021-02-05 19:51,28.1667,94.7667,51.01,60,1,2.13
450,Garowe,SO,2021-02-05 19:51,8.4054,48.4845,65.35,79,2,11.32
451,Vangaindrano,MG,2021-02-05 19:51,-23.35,47.6,78.15,86,100,6.46
452,Port Victoria,KE,2021-02-05 19:51,0.0939,33.9756,73.69,76,14,2.53
453,Kayseri,TR,2021-02-05 19:49,38.737,35.4968,32,74,0,3.44
454,Vestmannaeyjar,IS,2021-02-05 19:51,63.4427,-20.2734,41.04,68,95,28.19
455,Zhangjiakou,CN,2021-02-05 19:51,40.81,114.8794,26.71,88,0,5.03
456,Havoysund,NO,2021-02-05 19:51,70.9963,24.6622,32,80,75,28.77
457,Chota,PE,2021-02-05 19:51,-6.55,-78.65,69.8,52,75,8.05
458,Muzhi,RU,2021-02-05 19:51,65.3667,64.6667,-13.72,89,100,12.21
459,Rosetown,CA,2021-02-05 19:51,51.5501,-108.0014,-11.2,70,95,11.5
460,San Vicente,AR,2021-02-05 19:51,-26.6167,-54.1333,78.73,35,0,7.07
461,Saint-Prosper,CA,2021-02-05 19:51,46.2117,-70.4811,28.4,93,100,5.75
462,Tura,IN,2021-02-05 19:43,25.5198,90.2201,61.54,46,0,2.95
463,Alofi,NU,2021-02-05 19:43,-19.0595,-169.9187,75.2,100,100,9.22
464,Villa Del Rosario,CO,2021-02-05 19:51,7.8339,-72.4742,86,51,40,17.27
465,Maldonado,UY,2021-02-05 19:51,-34.6667,-54.9167,72,60,75,13.8
466,Asau,RO,2021-02-05 19:51,46.4333,26.4,36,75,100,2.15
467,Thinadhoo,MV,2021-02-05 19:51,0.5333,72.9333,81.9,79,100,16.31
468,Plettenberg Bay,ZA,2021-02-05 19:51,-34.0527,23.3716,68.95,91,2,0.74
469,Zahir Pir,PK,2021-02-05 19:51,28.8124,70.524,51.15,53,0,4.34
470,Clyde River,CA,2021-02-05 19:51,70.4692,-68.5914,-16.6,76,75,12.66
471,Volksrust,ZA,2021-02-05 19:51,-27.3654,29.8818,59.45,96,90,2.89
472,Nizwa,OM,2021-02-05 19:51,22.9333,57.5333,56.01,58,0,0.6
473,Caravelas,BR,2021-02-05 19:43,-17.7125,-39.2481,81.61,76,100,14.67
474,Oranjemund,NA,2021-02-05 19:43,-28.55,16.4333,63.93,89,2,12.19
475,Methoni,GR,2021-02-05 19:51,36.8197,21.7049,55.99,87,0,4.61
476,Benton Harbor,US,2021-02-05 19:51,42.1167,-86.4542,19.99,68,90,25.32
477,Namatanai,PG,2021-02-05 19:42,-3.6667,152.4333,77.45,90,100,13.06
478,Unai,BR,2021-02-05 19:51,-16.3575,-46.9061,84.25,68,81,5.68
479,Kahului,US,2021-02-05 19:39,20.8947,-156.47,69.8,73,20,3.44
480,Doha,QA,2021-02-05 19:48,25.2867,51.5333,68,83,0,5.75
481,Lagoa,PT,2021-02-05 19:51,39.05,-27.9833,58.08,84,100,16.28
482,Lerwick,GB,2021-02-05 19:42,60.1545,-1.1494,32,55,90,18.41
483,Chernyshevskiy,RU,2021-02-05 19:51,63.0128,112.4714,-37.28,84,86,1.07
484,Nome,US,2021-02-05 19:42,64.5011,-165.4064,14,85,90,28.77
485,Namtsy,RU,2021-02-05 19:51,62.7161,129.6658,-43.6,60,87,2.24
486,Khandyga,RU,2021-02-05 19:43,62.6667,135.6,-36.27,82,100,0.94
487,Am Timan,TD,2021-02-05 19:51,11.0297,20.2827,76.78,18,0,7.02
488,Vila Franca Do Campo,PT,2021-02-05 19:51,37.7167,-25.4333,55.99,71,75,9.22
489,Lucea,JM,2021-02-05 19:51,18.451,-78.1736,84.2,74,20,18.41
490,Saint-Paul,RE,2021-02-05 19:51,-21.0096,55.2707,77,65,0,4.61
491,Fukue,JP,2021-02-05 19:47,32.6881,128.8419,51.73,89,100,4.63
492,Fredericksburg,US,2021-02-05 19:47,38.3032,-77.4605,57.2,41,40,12.66
493,Beisfjord,NO,2021-02-05 19:51,68.3751,17.5988,15.8,92,20,1.14
494,Xining,CN,2021-02-05 19:40,36.6167,101.7667,21.38,55,84,1.97
495,Nanortalik,GL,2021-02-05 19:51,60.1432,-45.2371,20.61,75,0,2.77
496,Seybaplaya,MX,2021-02-05 19:51,19.65,-90.6667,87.8,45,1,11.5
497,Christchurch,NZ,2021-02-05 19:51,-43.5333,172.6333,57.99,87,100,5.75
498,Laguna,US,2021-02-05 19:43,38.421,-121.4238,59,58,1,3.44
499,Bose,IT,2021-02-05 19:43,45.4612,8.0137,46,95,96,1.32
500,Nador,MA,2021-02-05 19:51,35.174,-2.9287,60.8,77,0,9.22
501,Burnie,AU,2021-02-05 19:51,-41.0667,145.9167,63,97,73,5.06
502,Muscat,OM,2021-02-05 19:51,23.6139,58.5922,68,77,0,3.44
503,Coahuayana,MX,2021-02-05 19:42,18.7333,-103.6833,78.8,61,1,7.56
504,Yueyang,CN,2021-02-05 19:51,29.3333,113.0919,43.29,92,0,4.41
505,Paraiso,CR,2021-02-05 19:51,9.8383,-83.8656,86,47,0,11.5
506,Ongandjera,NA,2021-02-05 19:51,-17.8833,15.0667,83.89,31,57,9.08
507,Damavand,IR,2021-02-05 19:51,35.7178,52.065,48.2,87,90,4.07
508,Aksakovo,BG,2021-02-05 19:51,43.25,27.8167,42.8,100,88,3.44
509,Okakarara,NA,2021-02-05 19:51,-20.5833,17.4333,78.15,48,65,6.31
510,North Bend,US,2021-02-05 19:47,43.4065,-124.2243,50,93,90,8.05
511,Biysk,RU,2021-02-05 19:51,52.5364,85.2072,26.29,98,100,6.11
512,Pimentel,PE,2021-02-05 19:51,-6.8367,-79.9342,82.4,54,75,12.66
513,Mirandopolis,BR,2021-02-05 19:51,-21.1336,-51.1017,80.87,65,27,11.65
514,Steyregg,AT,2021-02-05 19:51,48.2851,14.37,44.6,76,20,5.75
515,Santa Vitoria Do Palmar,BR,2021-02-05 19:51,-33.5189,-53.3681,69.58,66,61,13.15
516,Beringovskiy,RU,2021-02-05 19:43,63.05,179.3167,-7.26,89,100,11.63
517,Sosnogorsk,RU,2021-02-05 19:51,63.6023,53.8817,-0.27,92,100,11.21
518,Guadalupe Y Calvo,MX,2021-02-05 19:43,26.1,-106.9667,65.25,24,42,8.68
519,Tomatlan,MX,2021-02-05 19:51,19.9333,-105.25,84.51,52,0,10.54
520,La Arena,PE,2021-02-05 19:51,-5.3466,-80.7109,88.11,42,43,15.26
521,Haines Junction,CA,2021-02-05 19:51,60.7522,-137.5108,-20.2,63,97,1.19
522,Beberibe,BR,2021-02-05 19:51,-4.1797,-38.1306,84.2,70,40,17.27
523,Kilindoni,TZ,2021-02-05 19:51,-7.9139,39.6668,80.98,79,0,10.56
524,Paddhari,IN,2021-02-05 19:51,22.4333,70.6,63.14,30,0,12.01
525,Annau,TM,2021-02-05 19:48,37.8876,58.516,50,43,0,2.3
526,Barentu,ER,2021-02-05 19:50,15.1139,37.5928,58.28,30,0,4.65
527,Den Helder,NL,2021-02-05 19:51,52.9599,4.7593,41,93,90,8.05
528,Santander,ES,2021-02-05 19:51,43.4647,-3.8044,52,100,90,1.14
529,Pindiga,NG,2021-02-05 19:51,9.9833,10.9333,78.82,19,2,14.2
530,Medea,DZ,2021-02-05 19:49,36.2642,2.7539,75.2,20,20,9.22
531,Asuncion Nochixtlan,MX,2021-02-05 19:51,17.4667,-97.2333,78.98,17,0,1.52
532,Cedar City,US,2021-02-05 19:52,37.6775,-113.0619,44.6,31,1,6.91
533,Tual,ID,2021-02-05 19:52,-5.6667,132.75,83.55,76,98,21.21
534,Puerto Escondido,MX,2021-02-05 19:52,15.85,-97.0667,86,66,40,6.91
535,Sidney,AU,2021-02-05 19:49,-33.8679,151.2073,73.99,78,0,10.36
536,Katherine,AU,2021-02-05 19:52,-14.4667,132.2667,75.2,94,90,5.75
537,Jacareacanga,BR,2021-02-05 19:52,-6.2222,-57.7528,77,94,90,5.75
538,Weyburn,CA,2021-02-05 19:52,49.6668,-103.8511,-4,71,89,21.85
539,Leshukonskoye,RU,2021-02-05 19:42,64.8989,45.7622,-11.87,88,100,9.64
540,Okha,RU,2021-02-05 19:52,53.5739,142.9478,-7.6,89,100,17.74
541,Goderich,CA,2021-02-05 19:52,43.7501,-81.7165,21.2,73,100,24.16
542,Sabang,ID,2021-02-05 19:47,5.8933,95.3214,80.65,79,8,13.6
543,Biltine,TD,2021-02-05 19:52,14.5333,20.9167,66.24,25,0,15.75
544,Champerico,GT,2021-02-05 19:52,14.3,-91.9167,87.8,55,75,11.5
545,San Policarpo,PH,2021-02-05 19:52,12.1791,125.5072,80.29,83,98,10.96
546,Kangly,RU,2021-02-05 19:52,44.2544,43.0308,33.8,80,90,26.84
