City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,52,20,17.27,few clouds
351,Solnechnyy,RU,50.7214,136.6319,0.1,89,95,3.98,overcast clouds
352,Kaeo,NZ,-35.1,173.7833,59.0,92,64,6.91,broken clouds
353,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.4,94,90,6.91,heavy intensity rain
354,Korla,CN,41.7597,86.1469,31.98,79,67,5.37,broken clouds
355,Lahad Datu,MY,5.0268,118.327,75.97,91,100,4.79,overcast clouds
356,Oksfjord,NO,70.2396,22.3479,25.0,80,90,16.11,light snow
357,Pasni,PK,25.2631,63.471,68.41,53,0,6.67,clear sky
358,Cherskiy,RU,68.75,161.3,-4.38,71,41,1.14,scattered clouds
359,Waingapu,ID,-9.6567,120.2641,78.13,82,94,5.82,overcast clouds
360,Saint-Pierre,RE,-21.3393,55.4781,80.6,78,33,4.61,scattered clouds
361,Bourail,NC,-21.5667,165.4833,74.21,82,100,2.53,overcast clouds
362,Merauke,ID,-8.4667,140.3333,79.65,86,93,11.77,overcast clouds
363,Oriximina,BR,-1.7656,-55.8661,91.06,48,86,4.45,light rain
364,Cam Ranh,VN,11.9214,109.1591,77.0,69,20,9.22,few clouds
365,Darab,IR,28.7519,54.5444,55.63,65,70,8.28,broken clouds
366,Mareeba,AU,-17.0,145.4333,80.01,100,100,2.46,overcast clouds
367,Leningradskiy,RU,69.3833,178.4167,-13.77,79,5,5.41,clear sky
368,Hofn,IS,64.2539,-15.2082,36.81,82,100,16.04,overcast clouds
369,Senneterre,CA,48.3835,-77.2328,14.0,67,90,8.05,light snow
370,Lingao,CN,19.9103,109.6859,67.95,88,23,7.96,few clouds
371,Henties Bay,NA,-22.116,14.2845,64.99,87,83,3.0,broken clouds
372,Urumqi,CN,43.801,87.6005,12.2,92,100,2.24,mist
373,Pirot,RS,43.1531,22.5861,52.0,74,93,5.66,overcast clouds
374,Tigil,RU,57.8,158.6667,27.79,93,13,17.92,few clouds
375,Ambon,ID,-3.6954,128.1814,77.0,88,40,6.91,scattered clouds
376,Cambuquira,BR,-21.8522,-45.2958,79.0,60,89,5.99,overcast clouds
377,Soto La Marina,MX,23.7667,-98.2167,77.0,58,0,5.01,clear sky
378,Provost,CA,52.3501,-110.2683,-22.0,76,2,2.3,clear sky
379,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.71,68,68,12.91,broken clouds
380,Kenora,CA,49.8167,-94.4337,-22.0,63,1,12.66,clear sky
381,Nova Olimpia,BR,-14.7972,-57.2881,93.56,31,21,4.59,few clouds
382,Ponta Delgada,PT,37.7333,-25.6667,62.01,77,75,16.11,broken clouds
383,Rio Pardo,BR,-29.9897,-52.3781,88.83,45,0,0.6,clear sky
384,Klaksvik,FO,62.2266,-6.589,35.6,75,40,13.8,scattered clouds
385,Taltal,CL,-25.4,-70.4833,69.73,61,36,6.64,scattered clouds
386,Yenagoa,NG,4.9247,6.2642,84.36,71,98,8.84,overcast clouds
387,Marsh Harbour,BS,26.5412,-77.0636,77.97,79,0,19.75,clear sky
388,Sao Francisco Do Conde,BR,-12.6275,-38.68,86.0,70,40,20.71,scattered clouds
389,Contamana,PE,-7.3333,-75.0167,92.25,49,81,4.56,broken clouds
390,Turukhansk,RU,65.8167,87.9833,5.4,94,100,17.22,light snow
391,Pangody,RU,65.85,74.4859,-1.1,92,100,20.67,light snow
392,Barahona,DO,18.2085,-71.1008,84.2,74,40,18.41,scattered clouds
393,Swinford,IE,53.95,-8.95,37.0,69,90,16.11,overcast clouds
394,Nouadhibou,MR,20.931,-17.0347,71.6,56,0,12.66,clear sky
395,Airai,TL,-8.9266,125.4092,60.55,100,100,2.73,overcast clouds
396,Milove,UA,49.3787,40.1302,13.5,77,40,9.78,scattered clouds
397,Longyan,CN,25.1072,117.0225,57.92,73,0,1.36,clear sky
398,Yakeshi,CN,49.2833,120.7333,-21.6,87,52,2.57,broken clouds
399,Portobelo,PA,9.55,-79.65,90.0,99,37,13.38,scattered clouds
400,Raudeberg,NO,61.9875,5.1352,25.0,63,0,4.36,clear sky
401,Whitehorse,CA,60.7161,-135.0538,-11.2,84,90,3.44,light snow
402,Karasuk,RU,53.7377,78.0403,12.11,93,55,16.28,broken clouds
403,Amazar,RU,53.858,120.875,-15.86,82,18,2.35,few clouds
404,Alexandria,EG,31.2156,29.9553,60.8,77,20,4.61,few clouds
405,Kloulklubed,PW,7.0419,134.2556,77.0,94,90,5.75,overcast clouds
406,Paamiut,GL,61.994,-49.6678,30.52,84,62,6.64,broken clouds
407,Ayan,RU,56.45,138.1667,-5.21,79,100,22.03,overcast clouds
408,Andenes,NO,69.3143,16.1194,32.0,69,99,23.02,overcast clouds
409,Manavalakurichi,IN,8.1333,77.3,82.4,69,20,10.11,mist
410,Novoagansk,RU,61.9449,76.6625,12.58,94,98,15.19,overcast clouds
411,Olean,US,42.0776,-78.4297,23.0,73,90,6.91,light snow
412,Zhangye,CN,38.9342,100.4517,28.38,71,51,1.9,broken clouds
413,Xinxiang,CN,35.3089,113.8672,36.45,71,69,6.98,broken clouds
414,Rio Grande,BR,-32.035,-52.0986,80.6,61,20,11.5,few clouds
415,Egvekinot,RU,66.3167,-179.1667,-9.0,79,0,15.21,clear sky
416,Kermanshah,IR,34.3142,47.065,44.6,81,20,4.61,few clouds
417,Mokhsogollokh,RU,61.4681,128.9203,-34.04,84,56,2.13,broken clouds
418,Fortuna,US,40.5982,-124.1573,48.0,93,90,6.91,overcast clouds
419,Indramayu,ID,-6.3264,108.32,77.49,91,100,16.87,moderate rain
420,Geraldton,AU,-28.7667,114.6,69.8,78,40,9.22,scattered clouds
421,Bodmin,GB,50.4715,-4.7243,34.0,69,21,10.36,few clouds
422,Kurumkan,RU,54.3,110.3,-0.42,87,100,1.21,overcast clouds
423,Matane,CA,48.8286,-67.522,23.0,58,5,12.66,clear sky
424,Asgardstrand,NO,59.3489,10.4675,18.0,67,7,10.36,clear sky
425,Sao Felix Do Xingu,BR,-6.6447,-51.995,87.98,60,74,3.18,broken clouds
426,Nara,JP,34.6851,135.8049,42.01,74,1,5.21,clear sky
427,Sinnamary,GF,5.3833,-52.95,78.44,86,80,14.56,broken clouds
428,Tonantins,BR,-2.8731,-67.8022,89.89,59,60,3.62,broken clouds
429,Bechem,GH,7.0903,-2.025,90.45,34,81,2.62,broken clouds
430,Alofi,NU,-19.0595,-169.9187,77.0,94,80,3.44,broken clouds
431,Mogwase,ZA,-25.185,27.2665,66.96,85,81,4.92,broken clouds
432,San Quintin,MX,30.4833,-115.95,63.36,58,17,6.55,few clouds
433,Jalalabad,AF,34.4265,70.4515,57.97,35,11,0.81,few clouds
434,Tual,ID,-5.6667,132.75,83.34,80,100,16.67,overcast clouds
435,Kingaroy,AU,-26.5333,151.8333,70.0,83,34,1.14,scattered clouds
436,Beian,NO,63.6559,9.5683,21.2,86,20,9.22,few clouds
437,Emmett,US,43.8735,-116.4993,44.01,36,0,5.99,clear sky
438,Kiruna,SE,67.8557,20.2251,19.4,86,90,9.22,light snow
439,Aswan,EG,24.0934,32.907,69.3,36,0,15.21,clear sky
440,Meulaboh,ID,4.1363,96.1285,77.88,84,37,4.18,scattered clouds
441,La Mana,EC,-0.9333,-79.2167,62.6,55,75,19.57,light rain
442,Sulangan,PH,11.1373,123.7228,80.19,83,100,14.76,overcast clouds
443,Deder,ET,9.3167,41.45,53.85,95,81,8.12,broken clouds
444,Yulara,AU,-25.2406,130.9889,75.2,33,35,6.91,scattered clouds
445,Bull Savanna,JM,17.8868,-77.5902,80.51,65,5,19.13,clear sky
446,Verkhnyaya Maksakovka,RU,61.635,50.9674,-16.6,76,90,8.95,light snow
447,Muzhi,RU,65.3667,64.6667,-15.84,88,100,21.9,light snow
448,Huarmey,PE,-10.0681,-78.1522,77.31,61,72,9.93,broken clouds
449,Kaspiyskiy,RU,45.3929,47.3707,27.34,83,97,13.04,overcast clouds
450,Salalah,OM,17.0151,54.0924,73.4,68,40,3.44,scattered clouds
451,Fushan,CN,37.4958,121.2581,29.3,81,48,9.31,scattered clouds
452,Asau,RO,46.4333,26.4,28.99,75,100,2.15,overcast clouds
453,Mabaruma,GY,8.2,-59.7833,77.38,88,99,5.26,overcast clouds
454,Kirakira,SB,-10.4544,161.9205,78.94,81,52,6.93,broken clouds
455,Nha Trang,VN,12.25,109.1833,77.0,69,20,9.22,few clouds
456,Atherton,GB,53.5237,-2.4935,37.0,61,99,1.99,overcast clouds
457,Saint Paul,US,44.9444,-93.0933,-5.8,54,1,12.66,clear sky
458,Orlik,RU,52.5178,99.825,5.63,82,98,3.11,overcast clouds
459,Felipe Carrillo Puerto,MX,19.5833,-88.05,87.15,58,92,2.59,overcast clouds
460,Yinchuan,CN,38.4681,106.2731,31.68,77,86,4.32,overcast clouds
461,Shimoda,JP,34.6667,138.95,41.0,52,1,19.17,clear sky
462,Biak,ID,-0.9131,122.8766,77.61,80,100,2.98,heavy intensity rain
463,Miles City,US,46.4083,-105.8406,-2.2,60,1,8.05,clear sky
464,Rabo De Peixe,PT,37.8,-25.5833,62.01,77,75,16.11,broken clouds
465,Crotone,IT,39.0851,17.1178,57.2,100,40,10.36,drizzle
466,Hirara,JP,24.8,125.2833,68.59,72,96,11.03,overcast clouds
467,Zhangjiakou,CN,40.81,114.8794,18.77,79,0,4.65,clear sky
468,Sungairaya,ID,0.7,108.9,75.83,89,100,7.63,overcast clouds
469,Lompoc,US,34.6391,-120.4579,60.01,71,1,3.44,clear sky
470,Mikhaylovka,RU,50.06,43.2379,10.0,74,58,11.99,broken clouds
471,Shuyskoye,RU,59.3736,41.0305,-14.62,87,78,6.8,broken clouds
472,Arlit,NE,18.7369,7.3853,76.82,14,95,7.58,overcast clouds
473,Hualmay,PE,-11.0964,-77.6139,77.09,62,100,9.19,overcast clouds
474,Trincomalee,LK,8.5711,81.2335,79.34,83,46,16.26,scattered clouds
475,Neuquen,AR,-38.9516,-68.0591,69.8,46,90,10.36,overcast clouds
476,Prieska,ZA,-29.6641,22.7474,88.34,13,0,8.37,clear sky
477,Aborlan,PH,9.4352,118.5492,78.8,83,75,9.22,broken clouds
478,San Policarpo,PH,12.1791,125.5072,80.06,84,100,18.23,overcast clouds
479,Vanavara,RU,60.34,102.2797,27.55,97,100,8.34,overcast clouds
480,Marawi,PH,7.9986,124.2928,75.0,95,100,3.0,overcast clouds
481,Umm Lajj,SA,25.0213,37.2685,74.39,27,0,18.68,clear sky
482,Cradock,ZA,-32.1642,25.6192,68.31,72,37,11.32,scattered clouds
483,Kolyvan,RU,55.3053,82.7391,17.6,62,0,13.42,clear sky
484,La Rioja,ES,42.25,-2.5,48.2,66,90,10.36,overcast clouds
485,Rocha,UY,-34.4833,-54.3333,78.58,59,24,11.25,few clouds
486,Kununurra,AU,-15.7667,128.7333,78.8,77,40,9.4,scattered clouds
487,Santa Isabel,BR,-23.3156,-46.2214,78.8,57,40,9.22,scattered clouds
488,Athabasca,CA,54.7169,-113.2854,-36.4,60,0,2.3,clear sky
489,Liverpool,GB,53.4106,-2.9779,35.6,69,75,17.27,broken clouds
490,Berlevag,NO,70.8578,29.0864,24.8,79,75,20.71,snow
491,Atlantic Beach,US,30.3344,-81.3987,64.99,72,90,10.36,overcast clouds
492,Axim,GH,4.8699,-2.2405,81.18,82,91,8.46,light rain
493,Saint Anthony,US,45.0205,-93.218,-7.6,54,1,10.36,clear sky
494,Nuwara Eliya,LK,6.9708,80.7829,53.87,100,60,4.45,broken clouds
495,Lamu,KE,-2.2717,40.902,80.6,78,1,10.36,clear sky
496,Nieuw Amsterdam,SR,5.8833,-55.0833,87.8,62,40,13.8,scattered clouds
497,Khandyga,RU,62.6667,135.6,-33.61,82,45,2.77,scattered clouds
498,Dzialdowo,PL,53.2396,20.17,6.8,78,0,8.05,clear sky
499,Keti Bandar,PK,24.1447,67.4497,68.13,52,0,8.03,clear sky
500,Roswell,US,34.0232,-84.3616,48.0,71,20,8.05,few clouds
501,Ewa Beach,US,21.3156,-158.0072,64.4,72,1,3.44,clear sky
502,Domoni,KM,-12.2569,44.5319,81.05,80,100,9.06,moderate rain
503,Udachnyy,RU,66.4167,112.4,-24.86,84,100,7.16,overcast clouds
504,Abay,KZ,49.6311,72.8539,23.0,80,75,13.42,broken clouds
505,Xiaoweizhai,CN,26.1903,107.5125,54.61,92,100,2.59,moderate rain
506,Tete,MZ,-16.1564,33.5867,89.6,55,20,4.61,few clouds
507,Ho Chi Minh City,VN,10.75,106.6667,78.8,83,75,2.3,broken clouds
508,Alice Springs,AU,-23.7,133.8833,77.0,33,29,5.75,scattered clouds
509,Turki,RU,51.987,43.2731,-4.52,91,98,11.23,overcast clouds
510,Pringsewu,ID,-5.3582,104.9744,73.71,93,100,3.4,moderate rain
511,Iberia,US,29.9502,-91.7507,55.4,62,1,11.5,clear sky
512,Oistins,BB,13.0667,-59.5333,82.4,61,75,26.46,broken clouds
513,Chapais,CA,49.7834,-74.8492,15.8,79,90,13.8,light snow
514,Along,IN,28.1667,94.7667,52.07,58,0,1.72,clear sky
515,Kysyl-Syr,RU,63.8986,122.7617,-27.35,83,96,11.81,overcast clouds
516,Cayenne,GF,4.9333,-52.3333,82.4,78,75,14.97,broken clouds
517,Marzuq,YE,14.4,46.4667,63.21,66,0,2.08,clear sky
518,Udarnyy,RU,54.3409,42.8611,1.78,93,100,10.31,overcast clouds
519,Salinopolis,BR,-0.6136,-47.3561,80.83,84,80,10.04,moderate rain
520,San Juan,AR,-31.5375,-68.5364,95.65,20,2,16.69,clear sky
521,Rio Gallegos,AR,-51.6226,-69.2181,69.8,30,0,5.75,clear sky
522,Acarau,BR,-2.8856,-40.12,87.66,58,2,16.62,clear sky
523,Portland,US,45.5234,-122.6762,44.6,70,90,3.44,overcast clouds
524,Ossora,RU,59.2353,163.0719,21.25,96,100,36.62,snow
525,El Carmen,CO,8.5106,-73.4478,86.52,45,95,2.64,overcast clouds
526,Maumere,ID,-8.6199,122.2111,79.77,77,100,0.69,overcast clouds
527,Avera,US,33.194,-82.5271,46.99,81,90,6.91,overcast clouds
528,Gobabis,NA,-22.45,18.9667,77.61,49,46,15.28,scattered clouds
529,Bida,NG,9.0833,6.0167,90.25,12,71,0.6,broken clouds
530,Iquique,CL,-20.2208,-70.1431,78.8,44,0,19.57,clear sky
531,Puro,PH,12.4841,123.3827,78.31,85,100,15.39,overcast clouds
532,Vuktyl,RU,63.8567,57.3094,-23.67,85,100,9.33,light snow
533,Yakovlevo,RU,50.8603,36.4478,6.8,72,0,8.95,clear sky
534,Talnakh,RU,69.4865,88.3972,-22.27,73,0,3.36,clear sky
535,Kondagaon,IN,19.6,81.6667,57.43,36,9,4.41,clear sky
536,Le Vauclin,MQ,14.5452,-60.8388,78.01,83,75,20.71,broken clouds
537,Okhotsk,RU,59.3833,143.3,13.24,89,100,21.07,overcast clouds
538,Magnolia,US,33.2671,-93.2393,44.01,81,90,10.36,overcast clouds
539,Severnyy,RU,50.677,36.5532,6.8,72,0,8.95,clear sky
540,Buzmeyin,TM,38.0507,58.2056,53.6,76,75,6.91,broken clouds
541,Vao,NC,-22.6667,167.4833,77.13,85,25,2.71,scattered clouds
542,Conakry,GN,9.538,-13.6773,86.0,66,75,9.22,haze
543,Sucha Beskidzka,PL,49.7419,19.5943,21.0,86,75,21.85,light snow
544,Vrbno Pod Pradedem,CZ,50.1209,17.3832,18.0,96,100,11.05,light snow
545,Bilma,NE,18.6853,12.9164,67.96,21,80,4.97,broken clouds
546,General Roca,AR,-39.0333,-67.5833,69.8,46,90,10.36,overcast clouds
547,Maxixe,MZ,-23.8597,35.3472,82.4,74,40,6.91,scattered clouds
548,Sandnessjoen,NO,66.0217,12.6316,26.6,80,40,3.44,scattered clouds
549,Shingu,JP,33.7333,135.9833,43.47,75,0,7.23,clear sky
550,Adrar,MR,20.5022,-10.0711,68.76,24,0,11.54,clear sky
551,Magadan,RU,59.5667,150.8,14.36,86,100,19.62,overcast clouds
552,Vila Velha,BR,-20.3297,-40.2925,71.6,94,90,5.75,overcast clouds
553,Rock Sound,BS,24.9,-76.2,75.65,88,0,12.64,clear sky
554,Maloy,NO,61.9353,5.1136,26.6,50,0,12.66,clear sky
555,Pilar,BR,-9.5972,-35.9567,87.8,62,40,14.97,scattered clouds
556,Severo-Yeniseyskiy,RU,60.3725,93.0408,25.66,97,76,12.33,broken clouds
557,Mao,ES,39.8885,4.2658,48.2,93,40,8.05,scattered clouds
558,Valentin Gomez Farias,MX,28.2167,-106.5833,68.0,21,67,1.99,broken clouds
559,Pokosnoye,RU,55.5258,101.0536,13.32,94,91,5.75,overcast clouds
560,Parrita,CR,9.5201,-84.3225,86.0,50,20,18.41,few clouds
561,Ust-Kan,RU,50.9276,84.761,22.66,90,60,11.12,broken clouds
562,Devils Lake,US,48.1128,-98.8651,-16.01,63,90,9.22,overcast clouds
563,Veseloyarsk,RU,51.2836,81.1056,20.44,94,91,11.12,overcast clouds
564,Brigantine,US,39.4101,-74.3646,35.01,93,90,11.5,snow
565,Petropavlovka,RU,50.6114,105.3196,-0.33,88,26,2.51,scattered clouds
566,Shalinskoye,RU,55.7228,93.7594,29.8,92,59,15.48,broken clouds
567,Vilhena,BR,-12.7406,-60.1458,86.0,58,75,5.75,broken clouds
568,Ulaangom,MN,49.9811,92.0667,-5.75,89,100,0.72,overcast clouds
569,Plettenberg Bay,ZA,-34.0527,23.3716,66.0,75,98,6.58,overcast clouds
570,La Ronge,CA,55.1001,-105.2842,-36.4,61,17,9.22,few clouds
571,Verkhoyansk,RU,67.5447,133.385,-31.95,82,0,1.92,clear sky
572,Beaumont,US,30.0861,-94.1019,55.4,62,1,5.75,clear sky
573,Yuli,NG,9.6989,10.2744,84.34,14,93,5.23,overcast clouds
574,Quang Ngai,VN,15.1167,108.8,70.52,83,81,2.62,broken clouds
575,Artyom,AZ,40.4723,50.333,44.6,87,90,16.11,overcast clouds
576,Barao De Melgaco,BR,-16.1944,-55.9675,87.8,45,75,5.75,broken clouds
577,Elk City,US,35.412,-99.4043,32.0,100,90,9.22,mist
578,Inta,RU,66.0317,60.1659,-15.14,89,100,9.89,overcast clouds
579,Veraval,IN,20.9,70.3667,71.08,52,2,6.2,clear sky
580,Fallon,US,39.4735,-118.7774,48.99,36,1,5.75,clear sky
581,Eresos,GR,39.1667,25.9333,62.6,82,20,16.11,few clouds
582,Hvolsvollur,IS,63.7533,-20.2243,35.6,80,40,25.32,scattered clouds
583,Gondanglegi,ID,-7.7479,112.0132,75.15,91,100,5.88,overcast clouds
584,Bellevue,US,47.6104,-122.2007,44.01,75,40,8.05,scattered clouds
585,Dhola,IN,21.8833,71.7833,66.94,25,0,8.99,clear sky
586,Sal Rei,CV,16.1833,-22.9167,71.6,56,75,23.02,broken clouds
587,Abrau-Dyurso,RU,44.69,37.59,26.6,80,89,15.66,overcast clouds
588,Ngunguru,NZ,-35.6167,174.5,59.0,92,78,12.28,broken clouds
589,Genhe,CN,50.7833,121.5167,-19.79,85,4,2.24,clear sky
590,Jega,NG,12.2175,4.3792,86.63,18,99,7.49,overcast clouds
591,Kailua,US,21.4022,-157.7394,64.99,82,1,3.22,clear sky
592,Togul,RU,53.465,85.9128,24.44,98,88,5.21,overcast clouds
593,Vilcun,CL,-38.65,-72.2333,71.6,73,75,6.91,broken clouds
594,Bezhetsk,RU,57.7851,36.6965,-4.67,90,79,7.34,broken clouds
595,Havelock,US,34.8791,-76.9013,44.6,87,90,20.71,overcast clouds
596,Goderich,CA,43.7501,-81.7165,10.4,67,99,16.11,light snow
597,Kuminskiy,RU,58.6667,66.5667,1.92,92,100,13.0,overcast clouds
598,San Felipe,VE,10.3399,-68.7425,84.27,59,77,4.68,broken clouds
599,Strathpeffer,GB,57.588,-4.5382,33.01,80,83,10.36,broken clouds
600,Richards Bay,ZA,-28.783,32.0377,75.2,88,47,2.39,scattered clouds
601,High Level,CA,58.5169,-117.136,-38.2,67,40,2.3,fog
602,Barra Patuca,HN,15.8,-84.2833,83.35,65,15,12.48,few clouds
603,Sivaki,RU,52.6333,126.75,-16.94,88,26,7.05,scattered clouds
604,Dibulla,CO,11.2725,-73.3091,85.96,58,100,8.03,overcast clouds
605,Alta,NO,69.9689,23.2717,25.0,80,90,16.11,light snow
606,At-Bashi,KG,41.1702,75.8106,23.81,85,95,2.33,overcast clouds
607,Auki,SB,-8.7676,160.7034,77.77,85,77,6.78,broken clouds
608,Vaitape,PF,-16.5167,-151.75,81.1,74,9,11.95,clear sky
609,Bima,ID,-8.4667,118.7167,76.21,85,81,1.7,broken clouds
610,Dickinson,US,29.4608,-95.0513,59.0,58,1,9.22,clear sky
611,Aksha,RU,50.2814,113.2867,0.82,90,98,3.2,snow
612,Belen,TR,36.4891,36.2233,60.8,63,40,12.66,scattered clouds
613,Smithers,CA,54.7804,-127.1743,6.8,85,75,2.3,broken clouds
614,Bereda,ES,43.2686,-7.5406,46.99,97,100,11.99,overcast clouds
615,Saint-Joseph,RE,-21.3667,55.6167,80.6,78,32,4.61,scattered clouds
616,Bonfim,BR,3.0833,-59.95,87.03,50,100,4.97,overcast clouds
617,Taoudenni,ML,22.6783,-3.9836,69.67,22,0,8.93,clear sky
618,Adeje,ES,28.1227,-16.726,69.01,68,75,8.05,broken clouds
619,Camacupa,AO,-12.0167,17.4833,64.83,93,97,4.88,overcast clouds
620,Pontes E Lacerda,BR,-15.2261,-59.3353,90.46,41,79,3.0,broken clouds
621,Kulebaki,RU,55.4133,42.5325,4.19,93,99,9.19,overcast clouds
622,Terme,TR,41.2092,36.9739,46.4,87,75,3.44,broken clouds
623,Belaya Gora,RU,68.5333,146.4167,-26.28,83,54,4.38,broken clouds
624,Sao Miguel,BR,-5.4667,-35.3667,89.6,58,40,17.27,scattered clouds
625,Sasni,IN,27.7167,78.0833,56.07,53,0,4.63,clear sky
626,Olafsvik,IS,64.8945,-23.7142,33.75,85,1,14.58,clear sky
627,Inverell,AU,-29.7833,151.1167,64.0,88,25,1.01,scattered clouds
628,Carmen,MX,18.6333,-91.8333,78.8,73,20,3.44,few clouds
629,Pozo Colorado,PY,-23.4923,-58.7972,94.51,23,0,3.62,clear sky
630,Grindavik,IS,63.8424,-22.4338,32.0,69,40,12.66,scattered clouds
631,Brownwood,US,31.7093,-98.9912,57.2,38,1,13.8,clear sky
632,Kandrian,PG,-6.2167,149.55,79.93,80,98,10.56,overcast clouds
633,Xining,CN,36.6167,101.7667,25.77,57,5,2.64,clear sky
634,Banepa,NP,27.6298,85.5214,44.6,81,20,3.44,few clouds
635,Kuala Terengganu,MY,5.3302,103.1408,80.6,83,20,4.61,few clouds
636,La Palma,US,33.8464,-118.0467,57.2,93,40,1.83,mist
637,Mahanje,TZ,-9.9333,35.3333,68.56,92,83,3.27,light rain
638,Mezen,RU,65.8522,44.24,-18.38,88,95,8.05,overcast clouds
639,Thunder Bay,CA,48.4001,-89.3168,-6.0,53,40,19.57,scattered clouds
640,Yermekeyevo,RU,54.0761,53.6712,-6.34,89,100,12.55,overcast clouds
641,Olga,RU,43.7444,135.2892,2.57,80,12,16.08,few clouds
642,Sao Roque,BR,-23.5292,-47.1353,82.4,60,40,13.8,scattered clouds
643,Windsor,CA,42.3001,-83.0165,17.01,57,1,12.66,clear sky
644,Zanjan,IR,36.6736,48.4787,38.89,74,4,3.15,clear sky
645,Zabid,YE,14.1951,43.3152,73.85,74,34,7.56,scattered clouds
646,Hamilton,US,39.1834,-84.5333,21.99,53,1,9.22,clear sky
647,Bor,RU,56.3567,44.0669,-0.4,71,40,8.95,scattered clouds
648,Impfondo,CG,1.6381,18.0667,81.07,50,80,1.34,broken clouds
649,Quelimane,MZ,-17.8786,36.8883,84.2,79,75,5.75,broken clouds
650,Concarneau,FR,47.875,-3.9225,41.0,81,90,9.22,overcast clouds
651,Harper,LR,4.375,-7.7169,81.97,80,82,7.74,broken clouds
652,Manokwari,ID,-0.8667,134.0833,78.58,80,97,2.39,overcast clouds
653,Moundsville,US,39.9203,-80.7431,28.99,50,1,11.5,clear sky
654,Opuwo,NA,-18.0607,13.84,80.6,30,93,13.47,overcast clouds
655,Pitimbu,BR,-7.4706,-34.8086,86.0,70,75,12.66,broken clouds
656,Weymouth,US,42.2209,-70.9398,35.01,86,90,3.44,snow
657,Oros,BR,-6.2444,-38.9136,99.28,23,97,6.04,overcast clouds
658,Acajutla,SV,13.5928,-89.8275,84.2,58,0,9.98,clear sky
659,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.4,100,100,6.71,light snow
660,Kargasok,RU,59.0556,80.8572,9.9,92,100,13.91,overcast clouds
661,Steamboat Springs,US,40.485,-106.8317,35.6,44,1,19.57,clear sky
662,Kieta,PG,-6.2167,155.6333,79.56,79,98,4.0,overcast clouds
663,Sambava,MG,-14.2667,50.1667,78.93,80,100,0.83,light rain
664,Sioux Lookout,CA,50.1001,-91.917,-20.2,57,40,12.66,scattered clouds
665,Idritsa,RU,56.3316,28.8988,5.9,95,52,4.94,broken clouds
666,Pisco,PE,-13.7,-76.2167,79.0,88,40,8.05,scattered clouds
667,Bagula,IN,23.3167,88.65,61.5,42,0,7.43,clear sky
668,Manicore,BR,-5.8092,-61.3003,85.86,79,81,2.62,broken clouds
669,Niquelandia,BR,-14.4739,-48.4597,70.21,94,100,7.09,moderate rain
670,Mount Isa,AU,-20.7333,139.5,78.8,94,75,6.91,broken clouds
671,Kerema,PG,-7.9631,145.7785,78.49,83,94,5.41,heavy intensity rain
672,Kropotkin,RU,45.4375,40.5756,26.11,98,100,3.44,light snow
673,Powell,US,40.1578,-83.0752,19.0,62,1,10.36,clear sky
674,Joshimath,IN,30.5667,79.5667,48.69,32,0,8.84,clear sky
675,Grand Gaube,MU,-20.0064,57.6608,80.01,80,77,4.0,light rain
676,Broome,US,42.2506,-75.833,33.01,93,90,6.91,mist
677,Tongren,CN,27.7172,109.1853,49.05,81,100,8.39,light rain
678,Shellbrook,CA,53.2168,-106.4011,-31.0,75,1,8.05,clear sky
679,Monroe,US,43.1501,-77.6831,26.01,74,75,13.8,broken clouds
